Adjective	Frequency	ComparativeFrequency	OddsRatio	LoggedOdds	Probability	Beta
arabesque	18	0	0	-Inf	0	-3.66356164612965
arabian	203	0	0	-Inf	0	-3.66356164612965
arabic	172	0	0	-Inf	0	-3.66356164612965
arable	415	3	0.112014933540292	-2.18912308139421	0.100731501135216	-1.98586581701947
arbitrary	984	9	0.141989095220681	-1.95200501855026	0.124334895854012	-1.7896295228941
arboreal	43	2	0.750454397179816	-0.287076393006192	0.428719764644474	-0.272539425087126
arcane	112	11	1.67554184068372	0.516136599941751	0.626243931306095	0.48925848471522
arch	174	1	0.0889244469327845	-2.41996818064647	0.0816626416858043	-2.16888632504739
archaic	339	9	0.419559286343931	-0.868550436853259	0.295556015433849	-0.819931434387902
archiepiscopal	19	0	0	-Inf	0	-3.66356164612965
architectural	1153	1	0.0133518806355439	-4.31609803248102	0.0131759568326552	-3.24471783706423
arctic	765	0	0	-Inf	0	-3.66356164612965
ardent	238	33	2.47663138426613	0.90689932403793	0.712365249728341	0.855630759646623
arduous	231	23	1.7011954121804	0.531331187579928	0.629793536783479	0.503595268638272
argent	17	0	0	-Inf	0	-3.66356164612965
argentine	189	1	0.081829202406149	-2.50312110145174	0.0756396686502349	-2.23263740473186
arguable	197	2	0.15778371281815	-1.84653008997747	0.136280819181754	-1.69998841449852
argumentative	120	1	0.129277904879229	-2.04579089041099	0.114478379786466	-1.86816266396718
arid	320	12	0.599377360189844	-0.511863895600622	0.374756686638792	-0.485225961128673
aristocratic	473	15	0.503834510316195	-0.685507417377502	0.335033214665528	-0.648704414442629
arithmetic	14	1	1.18341139750302	0.168401282364171	0.542001108383141	0.159944318912633
arithmetical	57	0	0	-Inf	0	-3.66356164612965
armorial	28	0	0	-Inf	0	-3.66356164612965
aromatic	281	4	0.222148417084078	-1.50440957506302	0.181768772089155	-1.40085586645785
arrant	14	1	1.18341139750302	0.168401282364171	0.542001108383141	0.159944318912633
arrogant	578	19	0.522878767274004	-0.648405644322939	0.343348911620832	-0.613849981783136
arsenical	23	0	0	-Inf	0	-3.66356164612965
arterial	237	0	0	-Inf	0	-3.66356164612965
artful	65	5	1.28203218532829	0.24844646374363	0.561794085802458	0.235905511190666
articular	20	0	0	-Inf	0	-3.66356164612965
articulate	262	39	2.69070774607847	0.98980426163972	0.729049258624571	0.932571993174658
artificial	1832	7	0.0589911912121405	-2.83036714771214	0.0557050820645809	-2.4709517228214
artistic	1449	17	0.182598967700774	-1.70046296417365	0.154404808974073	-1.57373514849661
artless	28	1	0.569789315493504	-0.562488608421789	0.36297183951362	-0.532975157357838
arty	148	2	0.210740277703517	-1.55712881505744	0.174059029491643	-1.44769813546036
aryan	31	0	0	-Inf	0	-3.66356164612965
ascetic	95	2	0.330842559487644	-1.10611266785767	0.248596317520093	-1.03991444761175
aseptic	31	0	0	-Inf	0	-3.66356164612965
asexual	66	0	0	-Inf	0	-3.66356164612965
ashamed	961	14	0.227406518246228	-1.48101603384508	0.185274002431694	-1.37999188965826
ashen	74	1	0.210742343828444	-1.55711901097622	0.174060438955215	-1.44768944754694
ashlar	14	0	0	-Inf	0	-3.66356164612965
ashy	16	0	0	-Inf	0	-3.66356164612965
asian	1776	9	0.0783365635333975	-2.54674081775973	0.0726457454773779	-2.26558650700382
askew	61	0	0	-Inf	0	-3.66356164612965
asleep	1947	16	0.127435990878334	-2.06014107277087	0.113031685975409	-1.88007637083752
aspirant	16	0	0	-Inf	0	-3.66356164612965
assiduous	79	12	2.7554596692106	1.01358427776538	0.733721012051183	0.954578215603954
assistant	1642	0	0	-Inf	0	-3.66356164612965
associate	311	0	0	-Inf	0	-3.66356164612965
associative	325	0	0	-Inf	0	-3.66356164612965
assured	380	23	0.991147546253892	-0.00889186950464202	0.497777047270364	-0.00844727060281454
asthmatic	69	0	0	-Inf	0	-3.66356164612965
astral	36	0	0	-Inf	0	-3.66356164612965
astray	13	0	0	-Inf	0	-3.66356164612965
astringent	32	3	1.59148829268108	0.46466961155906	0.614121351493574	0.440655801087059
astrological	56	0	0	-Inf	0	-3.66356164612965
astronomical	227	1	0.0680698698049391	-2.68722060418844	0.0637316637509591	-2.3692846762606
astute	232	21	1.53117223576133	0.426033609212382	0.604926134274218	0.404131234024863
asymmetric	122	1	0.127141036735754	-2.06245828322245	0.11279958105683	-1.88199752618
atavistic	41	1	0.384606937172775	-0.95553340861942	0.277773371523114	-0.900806921705671
atheist	31	0	0	-Inf	0	-3.66356164612965
atheistic	23	0	0	-Inf	0	-3.66356164612965
athletic	471	7	0.232077293414791	-1.46068480153107	0.188362608949291	-1.36182114144368
atmospheric	599	11	0.287781806091373	-1.24555270372183	0.223470936404077	-1.16755402887132
atomic	1021	2	0.0301899017194505	-3.50024779066947	0.0293051811797627	-2.88620110994797
atonal	22	0	0	-Inf	0	-3.66356164612965
atrocious	98	4	0.654649231677713	-0.423655710947323	0.395642302395378	-0.401882274753973
attic	78	0	0	-Inf	0	-3.66356164612965
attributable	560	1	0.0275186383688149	-3.59289174501843	0.0267816439928532	-2.93516072280278
attributive	86	0	0	-Inf	0	-3.66356164612965
atypical	134	2	0.233092074570717	-1.45632173364407	0.189030551227786	-1.35791717984521
auburn	93	0	0	-Inf	0	-3.66356164612965
audacious	94	13	2.46914191086347	0.903870685772242	0.71174427979768	0.852813789911847
audible	309	9	0.461517571048608	-0.773235151985885	0.315779693786014	-0.730929860552587
audio	521	0	0	-Inf	0	-3.66356164612965
audiovisual	55	0	0	-Inf	0	-3.66356164612965
auditory	212	0	0	-Inf	0	-3.66356164612965
august	97	2	0.323877342748624	-1.12739040662969	0.244643013586283	-1.05946941672107
aural	90	0	0	-Inf	0	-3.66356164612965
auspicious	90	12	2.36686477278746	0.861566198687542	0.702987774239566	0.81342272149837
austere	280	21	1.24739267515067	0.221055512999228	0.555039930913294	0.209919215365835
australian	2248	3	0.0205504486660461	-3.88487250538061	0.020136631846968	-3.0754868325317
austrian	595	1	0.0258970155305234	-3.65362754739791	0.0252432896660014	-2.96609888613636
authentic	768	20	0.411315219684961	-0.888395400576843	0.291441071383597	-0.838413531272006
authoritarian	456	24	0.854676532298483	-0.157032206425353	0.460822422354852	-0.149150680913621
authoritative	579	55	1.61485723992077	0.479246556433545	0.617569944265753	0.454427720748911
autocratic	202	10	0.801262606099795	-0.221566537829155	0.444833864527249	-0.210404107697382
automatic	2080	16	0.11922157339471	-2.12677155587172	0.10652186861722	-1.93502187907688
automotive	133	0	0	-Inf	0	-3.66356164612965
autonomous	1058	26	0.387548324675252	-0.947914729124876	0.279304380094982	-0.893737403603574
autumnal	70	0	0	-Inf	0	-3.66356164612965
auxiliary	234	1	0.0660247736107678	-2.7177252496459	0.0619354964773784	-2.3912974442367
available	25154	37	0.0225680918369524	-3.79121823594685	0.0220700137400247	-3.0327856181769
avaricious	30	5	3.07689556958712	1.12392115672825	0.754715326176168	1.05628288833561
average	5619	6	0.0164295987795207	-4.10867076722379	0.0161640302478879	-3.1688267221249
averse	137	0	0	-Inf	0	-3.66356164612965
avian	43	0	0	-Inf	0	-3.66356164612965
avid	153	5	0.519734995102538	-0.654436222112331	0.341990542283637	-0.619518297041995
avuncular	62	3	0.782252964142771	-0.245577107187821	0.438912421458095	-0.233183691123053
awake	1025	0	0	-Inf	0	-3.66356164612965
aware	9444	311	0.523484859014054	-0.647247171699069	0.343610148743346	-0.612760968154061
awash	165	3	0.284889604812746	-1.2556535252877	0.221723020986121	-1.17675104405345
awesome	352	13	0.589946060175237	-0.527724169693551	0.371047845554091	-0.500192407970282
awful	1933	30	0.242468231607709	-1.41688458086588	0.195150447664939	-1.32255859274421
awkward	1249	44	0.561701419823745	-0.576784851720854	0.359672734297148	-0.546447115152367
axial	132	0	0	-Inf	0	-3.66356164612965
axiomatic	87	4	0.741411360986214	-0.299199664689611	0.425753143453899	-0.284032284494567
aztec	45	0	0	-Inf	0	-3.66356164612965
back	1424	4	0.0433261569379628	-3.1389987400333	0.0415269536279239	-2.67523481280084
bad	11511	37	0.0495175465942729	-3.00542819556752	0.0471812469976889	-2.58942397627349
baggy	204	1	0.0757825161839424	-2.5798876701432	0.0704440860897806	-2.29039130285612
bald	576	33	0.934954387431836	-0.067257534378766	0.483191951967794	-0.0638923088963236
baleen	19	0	0	-Inf	0	-3.66356164612965
baleful	81	2	0.389473814316102	-0.942958644901515	0.280303097692993	-0.88913704665077
ballistic	140	0	0	-Inf	0	-3.66356164612965
banal	145	11	1.26290131061491	0.23341170145147	0.558089433547474	0.221642771746776
bandy	23	0	0	-Inf	0	-3.66356164612965
bankrupt	540	4	0.114799252740869	-2.16457030434374	0.102977511384782	-1.96591219223369
bantu	35	0	0	-Inf	0	-3.66356164612965
banyan	36	0	0	-Inf	0	-3.66356164612965
baptismal	47	0	0	-Inf	0	-3.66356164612965
baptist	246	0	0	-Inf	0	-3.66356164612965
bar	2085	76	0.581902874519659	-0.541451727445721	0.367849938129958	-0.51314121229647
barbarian	106	0	0	-Inf	0	-3.66356164612965
barbaric	152	7	0.742687653696673	-0.297479707985286	0.426173704806623	-0.282401889149678
barbarous	82	5	0.998983228626995	-0.00101728863567294	0.499745677863014	-0.000966424195763479
barbed	255	1	0.0605658160530981	-2.80402463659939	0.0571070791990016	-2.45255749949271
barometric	15	0	0	-Inf	0	-3.66356164612965
baronial	85	1	0.183144789329344	-1.69747824045226	0.154794908434798	-1.57113138958194
barred	40	0	0	-Inf	0	-3.66356164612965
barren	389	9	0.364351016995671	-1.00963754360949	0.267050790051067	-0.950927907638089
base	48	42	107.702125097196	4.67936931560367	0.990800547835603	3.35476483588243
basal	469	0	0	-Inf	0	-3.66356164612965
basaltic	79	0	0	-Inf	0	-3.66356164612965
bashful	33	0	0	-Inf	0	-3.66356164612965
basic	9799	364	0.593136470272689	-0.522330771094395	0.372307383165464	-0.495103663897349
basque	349	2	0.0886657872793593	-2.42288117681969	0.0814444509190836	-2.17114000563091
bass	706	5	0.109719744621236	-2.20982594046524	0.0988715801021323	-2.00262106945667
bawdy	71	2	0.445920053436668	-0.807615595413855	0.308398830472545	-0.763075618361357
bay	27	3	1.92304998979052	0.65391246199966	0.657891584648655	0.619026045426598
beaked	17	0	0	-Inf	0	-3.66356164612965
beaten	352	0	0	-Inf	0	-3.66356164612965
beatific	16	3	3.55025278021995	1.26701880664808	0.780231989671646	1.1870910108699
beauteous	21	0	0	-Inf	0	-3.66356164612965
beautiful	7426	644	1.46163289285993	0.379554230521869	0.59376558425891	0.360152316326226
becoming	66	6	1.5384426497729	0.43077063836947	0.606057674736334	0.408611062590853
bedraggled	63	0	0	-Inf	0	-3.66356164612965
beige	187	2	0.166312845165931	-1.79388465484056	0.142597113506256	-1.65475555703948
belgian	649	0	0	-Inf	0	-3.66356164612965
bellicose	43	3	1.15382685249661	0.14308411566449	0.535710125054459	0.135907282431508
beneficial	1271	63	0.802296485033336	-0.220277057344755	0.445152332979497	-0.209180562770049
benighted	56	1	0.279713422179914	-1.27398969215329	0.218575047609831	-1.19342859467569
benign	449	27	0.984305127638647	-0.0158193409338951	0.496045247239765	-0.0150283433298301
bent	229	1	0.067472742720676	-2.69603157420303	0.0632079303015342	-2.37566179323104
berber	36	0	0	-Inf	0	-3.66356164612965
berserk	97	0	0	-Inf	0	-3.66356164612965
besotted	61	0	0	-Inf	0	-3.66356164612965
bestial	45	3	1.0988823426899	0.0942936111733895	0.523555951822239	0.0895724572459778
biannual	22	0	0	-Inf	0	-3.66356164612965
biblical	706	13	0.288570947908414	-1.2428143033075	0.223946495438856	-1.16505946071197
bicameral	106	0	0	-Inf	0	-3.66356164612965
big	25636	6870	5.71684580979372	1.743417221443	0.851120596137265	1.61110371485035
bilateral	749	4	0.0825908872083802	-2.49385592889513	0.0762900262548421	-2.22559448876048
bilingual	309	1	0.049946675052696	-2.99679934161475	0.0475706778634155	-2.58374156286795
bilious	32	0	0	-Inf	0	-3.66356164612965
binary	645	0	0	-Inf	0	-3.66356164612965
binaural	12	0	0	-Inf	0	-3.66356164612965
binocular	153	0	0	-Inf	0	-3.66356164612965
binomial	42	0	0	-Inf	0	-3.66356164612965
biographical	357	0	0	-Inf	0	-3.66356164612965
biological	1822	3	0.0253650922608729	-3.6743813706402	0.0247376202411419	-2.97645987016264
bipartisan	51	0	0	-Inf	0	-3.66356164612965
bisexual	66	0	0	-Inf	0	-3.66356164612965
biting	177	3	0.265241504243297	-1.32711453124398	0.209637056130189	-1.24161381198582
bitter	2238	86	0.614715029089123	-0.486596485898196	0.38069567571678	-0.461369916561169
bittersweet	24	0	0	-Inf	0	-3.66356164612965
bizarre	970	90	1.5735337314429	0.453323874498083	0.611429223645991	0.429933389987616
black	19596	234	0.1854289237722	-1.68508363061698	0.156423485249659	-1.56030900707468
bland	423	15	0.565583747910687	-0.569896899058213	0.361260615195753	-0.539957003355349
blank	1199	7	0.0903276204872398	-2.40431199060907	0.0828444760913923	-2.15674883123316
blase	17	1	0.961521269633508	-0.0392385928942748	0.490191610215452	-0.037276196900718
blatant	305	34	1.93022163377901	0.657634832478556	0.658728886418625	0.622524294820042
bleak	836	45	0.875200705202322	-0.133302041553409	0.466723750036076	-0.126618644567072
